iter	Logloss
0	0.6647950411
1	0.6361680428
2	0.6095936298
3	0.5828816891
4	0.5621209939
5	0.5384643078
6	0.5225516955
7	0.5027112961
8	0.4824605783
9	0.4632508357
10	0.446923097
11	0.4305702845
12	0.4157189926
13	0.4033680757
14	0.3906994263
15	0.3797136545
16	0.3673073451
17	0.3600760301
18	0.3477603197
19	0.3370783726
20	0.3277395964
21	0.317543904
22	0.3089254697
23	0.2992394567
24	0.290877521
25	0.2827583551
26	0.2757506967
27	0.2687499523
28	0.2612278859
29	0.2547283967
30	0.2490355372
31	0.2427521149
32	0.2378491958
33	0.2313571771
34	0.2270270586
35	0.2228739262
36	0.2172038158
37	0.2116144498
38	0.2074477275
39	0.2031972806
40	0.1985207001
41	0.1945802371
42	0.1903218428
43	0.1858998736
44	0.1815783183
45	0.1781698267
46	0.1747336189
47	0.1705981096
48	0.1670786937
49	0.1640408734
50	0.1606020133
51	0.1580037773
52	0.1544392705
53	0.1515038908
54	0.1475844979
55	0.1451155543
56	0.1424672008
57	0.1400259733
58	0.1374785999
59	0.1344479322
60	0.1321309408
61	0.1297056476
62	0.1275935968
63	0.1256083051
64	0.122791032
65	0.121067663
66	0.1190739771
67	0.1173991958
68	0.11585175
69	0.1143021782
70	0.1122532487
71	0.110539794
72	0.1090794007
73	0.1076918244
74	0.105861028
75	0.104547441
76	0.1031118433
77	0.1017627915
78	0.100467364
79	0.09927471479
80	0.09810829163
81	0.09696827332
82	0.09563355645
83	0.09454664588
84	0.09348201752
85	0.09244032701
86	0.09143465757
87	0.09044964115
88	0.0894839565
89	0.08853779236
90	0.08760985732
91	0.0866869688
92	0.08578239878
93	0.08490859469
94	0.08405171831
95	0.08310293158
96	0.08227988581
97	0.08147285382
98	0.08068207403
99	0.0799048245
100	0.07914155225
101	0.07839167118
102	0.07765563329
103	0.07693245014
104	0.07622172435
105	0.07552422086
106	0.07483873268
107	0.07416602969
108	0.07350536187
109	0.072856764
110	0.07221893966
111	0.0715914319
112	0.07097493609
113	0.07036880652
114	0.0697730581
115	0.06918637951
116	0.06860744953
117	0.0680368642
118	0.06747544805
119	0.06692387164
120	0.06637969613
121	0.06584313015
122	0.0653137217
123	0.06479200721
124	0.06427887579
125	0.06377222141
126	0.06327445308
127	0.06278258065
128	0.06230007609
129	0.06182430685
130	0.06135625641
131	0.06089496613
132	0.06044097245
133	0.05999500553
134	0.05955623587
135	0.0591215988
136	0.05869281292
137	0.05827027559
138	0.0578537186
139	0.05744335055
140	0.05703812341
141	0.05663873255
142	0.05624396106
143	0.05585555236
144	0.05547254284
145	0.05509455502
146	0.05472124616
147	0.05435271064
148	0.05398876468
149	0.05362951756
150	0.05327439805
151	0.05292423566
152	0.05257801712
153	0.05223613977
154	0.05189854403
155	0.05156527956
156	0.05123559137
157	0.05090966821
158	0.05058763425
159	0.05026272933
160	0.04994190236
161	0.04962467651
162	0.04931113124
163	0.04900185267
164	0.04869591693
165	0.04839408398
166	0.04809595644
167	0.0478014946
168	0.04751086732
169	0.04722325504
170	0.04693895578
171	0.04665766656
172	0.04638007283
173	0.04610558351
174	0.0458333989
175	0.04556455712
176	0.04529808958
177	0.04503450294
178	0.04477415979
179	0.04451728861
180	0.04423302412
181	0.04398243129
182	0.0437344114
183	0.04348922769
184	0.04324669143
185	0.04300697645
186	0.04276971519
187	0.04253486296
188	0.04230236014
189	0.04207249482
190	0.04184500873
191	0.04162029425
192	0.04137167583
193	0.04115157078
194	0.04093370835
195	0.04071806371
196	0.04050478836
197	0.04029369851
198	0.04008464515
199	0.03987794121
200	0.03967310985
201	0.03947039942
202	0.03926971555
203	0.03907119731
204	0.03885172556
205	0.03865738461
206	0.03846490383
207	0.03827436765
208	0.03808539609
209	0.03789851566
210	0.0377137959
211	0.03753028065
212	0.0373489509
213	0.03716937701
214	0.03699111938
215	0.03681512177
216	0.03664054473
217	0.03644757718
218	0.03627660871
219	0.03610698134
220	0.03593909244
221	0.0357728526
222	0.03560806811
223	0.03544465949
224	0.03528274347
225	0.03512245665
226	0.0349631086
227	0.03480498989
228	0.03464793662
229	0.03449203819
230	0.03431896865
231	0.03416612248
232	0.034014528
233	0.0338646844
234	0.03371579697
235	0.03356941541
236	0.03342391551
237	0.03328014414
238	0.03313761453
239	0.03299549967
240	0.03285503884
241	0.03271589677
242	0.03257743518
243	0.03242470572
244	0.03228702893
245	0.03215051442
246	0.03201464315
247	0.03188063204
248	0.03174698353
249	0.0316144079
250	0.03148266176
251	0.03135146449
252	0.03122231116
253	0.03109356264
254	0.03096588701
255	0.03083906819
256	0.03071325521
257	0.03057478617
258	0.03045250724
259	0.03033083181
260	0.03021059682
261	0.03009153406
262	0.02997405082
263	0.02985700965
264	0.02974037329
265	0.02962469061
266	0.02951014042
267	0.029396529
268	0.02928437293
269	0.02917258938
270	0.0290618216
271	0.02893941849
272	0.02883102
273	0.02872336408
274	0.02861636877
275	0.02851004899
276	0.02840457857
277	0.02829958498
278	0.02819592257
279	0.02809258302
280	0.02799003571
281	0.02788839986
282	0.02778692544
283	0.0276865388
284	0.02758687735
285	0.02747583886
286	0.02737729748
287	0.02727928261
288	0.02718197803
289	0.02708543837
290	0.02698926131
291	0.02689366788
292	0.02679893871
293	0.02670481801
294	0.02661196887
295	0.02651917438
296	0.02642741551
297	0.02633596212
298	0.02624471982
299	0.02614411712
300	0.02605438232
301	0.02596497039
302	0.02587665617
303	0.02578856051
304	0.02570111801
305	0.0256138593
306	0.02552781502
307	0.02544173102
308	0.02535707752
309	0.02527272205
310	0.0251886944
311	0.02510533233
312	0.0250222832
313	0.02494028459
314	0.02484901746
315	0.02476754288
316	0.02468715608
317	0.02460669974
318	0.02452700337
319	0.02444773664
320	0.02436869095
321	0.02429056913
322	0.02421316504
323	0.02413536608
324	0.02405894548
325	0.02398216228
326	0.02390650163
327	0.02383123835
328	0.02374739945
329	0.0236728241
330	0.02359882991
331	0.02352521569
332	0.02345221241
333	0.02337965866
334	0.02330713471
335	0.02323528131
336	0.02316409349
337	0.02309304227
338	0.02302231391
339	0.02295229336
340	0.02288257082
341	0.02281307181
342	0.02274420112
343	0.02266758184
344	0.02259976665
345	0.02253210545
346	0.02246470749
347	0.0223980844
348	0.02233140419
349	0.02226509402
350	0.02219943951
351	0.02213418732
352	0.02206926545
353	0.02200465649
354	0.02194018414
355	0.02187663565
356	0.02181302508
357	0.02174971998
358	0.02167978386
359	0.0216174076
360	0.02155532936
361	0.02149378012
362	0.02143235008
363	0.02137082567
364	0.02131061008
365	0.02125005176
366	0.02118999263
367	0.02113037805
368	0.0210711658
369	0.02101240804
370	0.02095345904
371	0.02089512845
372	0.0208371828
373	0.02077277501
374	0.02071529378
375	0.02065854147
376	0.02060170844
377	0.02054522932
378	0.02048907677
379	0.02043344826
380	0.02037774771
381	0.02032248676
382	0.02026762565
383	0.02021275709
384	0.02015883227
385	0.02010489504
386	0.02005080755
387	0.0199972267
388	0.01993798961
389	0.01988509422
390	0.01983261605
391	0.01978024095
392	0.01972828309
393	0.01967657482
394	0.01962491001
395	0.01957399026
396	0.01952269922
397	0.01947223643
398	0.01942166934
399	0.0193713891
400	0.01932177444
401	0.01927204927
402	0.0192226842
403	0.01916766912
404	0.01911891997
405	0.01907043904
406	0.01902214686
407	0.01897378514
408	0.01892586301
409	0.01887844006
410	0.01883092647
411	0.01878408343
412	0.01873719692
413	0.01869055256
414	0.01864374056
415	0.01859769722
416	0.01855167622
417	0.0185059756
418	0.01846068973
419	0.01841008787
420	0.01836513355
421	0.01832026988
422	0.01827556516
423	0.01823116342
424	0.018187431
425	0.01814324409
426	0.01809998602
427	0.01805613687
428	0.01801269129
429	0.01797017703
430	0.01792707791
431	0.01788449287
432	0.0178421177
433	0.01779992878
434	0.01775301124
435	0.01771151026
436	0.01766961068
437	0.01762801036
438	0.01758710419
439	0.01754609744
440	0.01750519375
441	0.01746467253
442	0.01742404078
443	0.01738390326
444	0.01734422892
445	0.01730422303
446	0.01726440589
447	0.01722515374
448	0.01718571782
449	0.01714703441
450	0.01710362981
451	0.01706452171
452	0.01702648401
453	0.01698793347
454	0.01695005596
455	0.01691195493
456	0.01687428479
457	0.01683680465
458	0.0167987893
459	0.01676133523
460	0.01672400907
461	0.01668702066
462	0.01664977521
463	0.01661314691
464	0.01657691598
465	0.01653607686
466	0.01649999867
467	0.01646445195
468	0.01642835513
469	0.01639265567
470	0.01635747279
471	0.01632202541
472	0.0162867705
473	0.0162514771
474	0.01621610423
475	0.01618123055
476	0.01614635934
477	0.01611134162
478	0.01607636611
479	0.01604177058
480	0.0160072123
481	0.0159686481
482	0.01593427857
483	0.01590052992
484	0.01586685578
485	0.01583393291
486	0.01580085854
487	0.01576756065
488	0.01573432734
489	0.01570158079
490	0.01566848159
491	0.01563545441
492	0.01560204973
493	0.01556877295
494	0.01553560918
495	0.01550271859
496	0.01546980937
497	0.01543282097
498	0.01539998874
499	0.01536716769
500	0.01533468316
501	0.0153016746
502	0.01526889702
503	0.01523716499
504	0.01520513246
505	0.01517322784
506	0.01514184227
507	0.01511066159
508	0.01508028309
509	0.01504998282
510	0.01501886422
511	0.01498858134
512	0.01495847727
513	0.0149247249
514	0.01489489526
515	0.0148655797
516	0.01483625049
517	0.01480665058
518	0.01477741947
519	0.01474885022
520	0.01471981158
521	0.01469132801
522	0.01466293385
523	0.01463419944
524	0.01460595429
525	0.0145780618
526	0.01454976449
527	0.01452173789
528	0.01449068263
529	0.01446311424
530	0.01443531737
531	0.01440774028
532	0.01438025013
533	0.01435250789
534	0.01432491839
535	0.01429762567
536	0.01427027707
537	0.01424306134
538	0.01421588659
539	0.01418881118
540	0.01416202262
541	0.01413537438
542	0.01410897449
543	0.01408191894
544	0.01405265803
545	0.01402632147
546	0.01400030777
547	0.01397422949
548	0.01394842193
549	0.01392242312
550	0.01389621198
551	0.01387090857
552	0.01384508734
553	0.01381891966
554	0.013793954
555	0.01376849413
556	0.01374328509
557	0.01371819278
558	0.01369280616
559	0.01366798704
560	0.01364006102
561	0.01361573239
562	0.01359079902
563	0.01356604944
564	0.01354161402
565	0.01351721585
566	0.01349264632
567	0.01346852134
568	0.01344435165
569	0.01342010001
570	0.01339624077
571	0.01337242623
572	0.01334810754
573	0.01332437495
574	0.01330081249
575	0.01327700044
576	0.01325079302
577	0.01322739571
578	0.0132041499
579	0.01318077743
580	0.01315765083
581	0.01313450436
582	0.01311133802
583	0.01308830827
584	0.01306554551
585	0.01304282745
586	0.01301999887
587	0.01299711441
588	0.0129748856
589	0.01295230538
590	0.01292965934
591	0.01290697356
592	0.01288225626
593	0.01286000013
594	0.01283772662
595	0.0128159523
596	0.01279373219
597	0.01277193924
598	0.01274987931
599	0.01272836079
600	0.01270645981
601	0.0126847364
602	0.01266332095
603	0.01264180243
604	0.01262054468
605	0.01259874304
606	0.01257767032
607	0.01255628467
608	0.01253287494
609	0.01251157373
610	0.01249065002
611	0.0124696667
612	0.01244907329
613	0.01242805521
614	0.01240723704
615	0.01238666599
616	0.01236604899
617	0.0123453935
